figure_id,file_index,relative_path,sha256,format,width,height,mode,frame_count,has_alpha,pixel_variance_mean,near_blank,extrema_json,visual_review_status,visual_review_notes
FIG-0098,1158,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_15_IRREVERSIBILIDAD_IDENTIDAD_CONTINUIDAD/OMEGA_THEORY_V1_1_ENTREGA_15_IRREVERSIBILIDAD_IDENTIDAD_CONTINUIDAD/04_FIGURAS/FIG_01_RETORNO_VISIBLE.png,143f65ca18675420304ded97edc6262bf31336d854127466f786894cace73fb5,PNG,1260,900,RGBA,1,True,244.839691,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0099,1159,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_15_IRREVERSIBILIDAD_IDENTIDAD_CONTINUIDAD/OMEGA_THEORY_V1_1_ENTREGA_15_IRREVERSIBILIDAD_IDENTIDAD_CONTINUIDAD/04_FIGURAS/FIG_02_RETORNOS_VISIBLES.png,c7b6b508ffda6309e6064f25ea40381a447c06af832f6720174f8adad36836a6,PNG,1260,900,RGBA,1,True,4359.791803,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0100,1160,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_15_IRREVERSIBILIDAD_IDENTIDAD_CONTINUIDAD/OMEGA_THEORY_V1_1_ENTREGA_15_IRREVERSIBILIDAD_IDENTIDAD_CONTINUIDAD/04_FIGURAS/FIG_03_GENEALOGIA_ACCION.png,9702b3966c05f52cef1f19074f56b6e3f4b9e31167b9e32895f6ed2c4e88de9a,PNG,1260,900,RGBA,1,True,144.988637,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0101,1161,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_15_IRREVERSIBILIDAD_IDENTIDAD_CONTINUIDAD/OMEGA_THEORY_V1_1_ENTREGA_15_IRREVERSIBILIDAD_IDENTIDAD_CONTINUIDAD/04_FIGURAS/FIG_04_MEMORIA_CAMINO.png,a61f02cace8ff3304c3a97f704a2a69b12665bca2a57169f937207286ce27238,PNG,1260,900,RGBA,1,True,3212.932492,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0102,1182,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_16_ORDEN_DE_CONTINUACION/OMEGA_THEORY_V1_1_ENTREGA_16_ORDEN_DE_CONTINUACION/04_FIGURAS/FIG_01_DAG_ANTISIMETRIA.png,3035ebe778bf44e01ce91189d51ee1a744b21e218efb36fe44da962d01b62723,PNG,1260,900,RGBA,1,True,148.505594,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_zero_result,"Las cuatro series coinciden en cero; se conserva como posible resultado negativo/identidad exacta, no como defecto gráfico."
FIG-0103,1183,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_16_ORDEN_DE_CONTINUACION/OMEGA_THEORY_V1_1_ENTREGA_16_ORDEN_DE_CONTINUACION/04_FIGURAS/FIG_02_CICLOS_Y_ANTISIMETRIA.png,917b035ad2ceec040fec2cb6f83d9251c7b8c6c2d2eb061696795b5c429ec6d6,PNG,1260,900,RGBA,1,True,123.914328,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0104,1184,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_16_ORDEN_DE_CONTINUACION/OMEGA_THEORY_V1_1_ENTREGA_16_ORDEN_DE_CONTINUACION/04_FIGURAS/FIG_03_NO_UNICIDAD_ORDEN.png,495d9ee9ab601ad36477926309dc1c9b10fb5b7729126e198f36d34caaa55a3c,PNG,1260,900,RGBA,1,True,749.747901,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_degenerate_distribution,"Histograma concentrado en un único valor (20); se conserva como resultado degenerado, no como archivo corrupto."
FIG-0105,1185,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_16_ORDEN_DE_CONTINUACION/OMEGA_THEORY_V1_1_ENTREGA_16_ORDEN_DE_CONTINUACION/04_FIGURAS/FIG_04_CONDENSACION.png,03d484178daebcdf81e5882d4d568f43d098049d82f961122aac0a4bdbf63aec,PNG,1260,900,RGBA,1,True,122.002741,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0106,1205,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_17_DERIVACION_NO_RETORNO/OMEGA_THEORY_V1_1_ENTREGA_17_DERIVACION_NO_RETORNO/04_FIGURAS/FIG_01_BORRADO_Y_RETORNO.png,2a911794bb4cdb0a1b00edf74f80673b40877cfee1e71dd195df05956f6a2c74,PNG,1260,900,RGBA,1,True,115.453536,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0107,1206,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_17_DERIVACION_NO_RETORNO/OMEGA_THEORY_V1_1_ENTREGA_17_DERIVACION_NO_RETORNO/04_FIGURAS/FIG_02_MEMORIA_REVERSIBLE.png,f38630af1302de07e0b666148997b4c9fdbd7c2fe03b952a8c51109411564a54,PNG,1260,900,RGBA,1,True,2556.692318,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0108,1207,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_17_DERIVACION_NO_RETORNO/OMEGA_THEORY_V1_1_ENTREGA_17_DERIVACION_NO_RETORNO/04_FIGURAS/FIG_03_ESTRUCTURA_CAUSAL.png,5f12d2b035d8f39c6846897e1c907accdc740d824872d20d665b1339db28f66f,PNG,1260,900,RGBA,1,True,142.547038,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0109,1227,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_18_ENTROPIA_GENEALOGICA/OMEGA_THEORY_V1_1_ENTREGA_18_ENTROPIA_GENEALOGICA/04_FIGURAS/FIG_01_RAMIFICACION.png,d23b99d0f1a2496f9cfd96ea8b88abd40294e69791c3fd06a7a977ceabdae985,PNG,1120,800,RGBA,1,True,177.81366,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0110,1228,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_18_ENTROPIA_GENEALOGICA/OMEGA_THEORY_V1_1_ENTREGA_18_ENTROPIA_GENEALOGICA/04_FIGURAS/FIG_02_SERIE.png,808862575cbba937c01fae1ba564623bd9b376209eabdc3edeb22f9acbbaf417,PNG,1120,800,RGBA,1,True,255.14058,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0111,1229,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_18_ENTROPIA_GENEALOGICA/OMEGA_THEORY_V1_1_ENTREGA_18_ENTROPIA_GENEALOGICA/04_FIGURAS/FIG_03_MEZCLA.png,ab9bd9198b5200c3d110c02cbd05a62bdc3b422a5ad93a638c314bca3d6c4f57,PNG,1120,800,RGBA,1,True,150.353573,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0112,1250,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_19_MEDIDA_CAMINOS_Y_FLECHA_ESTADISTICA/OMEGA_THEORY_V1_1_ENTREGA_19_MEDIDA_CAMINOS_Y_FLECHA_ESTADISTICA/04_FIGURAS/FIG_01_ENTROPIA_CAMINOS.png,a71fd88fd63c7c419afb6fbcebf1954dc9051f0c2ec40ebb91f91f700c8df726,PNG,1190,850,RGBA,1,True,191.420585,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0113,1251,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_19_MEDIDA_CAMINOS_Y_FLECHA_ESTADISTICA/OMEGA_THEORY_V1_1_ENTREGA_19_MEDIDA_CAMINOS_Y_FLECHA_ESTADISTICA/04_FIGURAS/FIG_02_MEZCLA_KL.png,af83dfacdb8c9a135fe2079249533e1e135ae65d219d0ae4a74d21682f9f8fc4,PNG,1190,850,RGBA,1,True,171.080447,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0114,1252,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_19_MEDIDA_CAMINOS_Y_FLECHA_ESTADISTICA/OMEGA_THEORY_V1_1_ENTREGA_19_MEDIDA_CAMINOS_Y_FLECHA_ESTADISTICA/04_FIGURAS/FIG_03_PRODUCCION_ENTROPIA.png,a5bceb03f123e61f8ac4e39b6b6c182d32a7ad2a3641fbcb18d1cef798969e26,PNG,1190,850,RGBA,1,True,173.086418,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0115,1253,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_19_MEDIDA_CAMINOS_Y_FLECHA_ESTADISTICA/OMEGA_THEORY_V1_1_ENTREGA_19_MEDIDA_CAMINOS_Y_FLECHA_ESTADISTICA/04_FIGURAS/FIG_04_CONDICIONES_INICIALES.png,89143fa3cac4b8d622f1887ff35b28c430a97bac028f49d7c0a19942677d6f6e,PNG,1190,850,RGBA,1,True,154.655684,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0116,1274,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION/OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION/04_FIGURAS/FIG_01_OBSTRUCCION_VS_SORPRESA.png,5170ce536233e80c46ae8372f4b8e7ae50a6b38e5078805354881c496cb3159b,PNG,1260,900,RGBA,1,True,524.393665,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0117,1275,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION/OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION/04_FIGURAS/FIG_02_ENERGIA_TEMPERATURA.png,b0675dd0c30be241527a31c2b5bdc842edc7038fb4e67c27a369bcb3f50d49f1,PNG,1260,900,RGBA,1,True,98.793907,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0118,1276,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION/OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION/04_FIGURAS/FIG_03_CAPACIDAD_CALORIFICA.png,be3324b436d8a57a0aa6e139da92eb65a9aa8d8eed73a313d31281f219befe53,PNG,1260,900,RGBA,1,True,114.498238,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0119,1277,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION/OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION/04_FIGURAS/FIG_04_BETA_NEGATIVA.png,ea8f49a8a9b345073ec95cdf3a2e26b5cf51d731023f5fda3defa0255f87141d,PNG,1260,900,RGBA,1,True,162.333452,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0120,1299,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA/OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA/04_FIGURAS/FIG_01_ADITIVIDAD_GENERADOR.png,50f526fc565bde58a57c05e8a50ba1732473fc38d7d0a9b4ce356cd5031af553,PNG,1260,900,RGBA,1,True,5074.154413,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0121,1300,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA/OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA/04_FIGURAS/FIG_02_TRABAJO_CAMINO.png,d0b2bd0bca58ef2c50678f552fc3453c47b9a25bf644b6c1373959096a58b5de,PNG,1260,900,RGBA,1,True,359.396836,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0122,1301,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA/OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA/04_FIGURAS/FIG_03_FRECUENCIA_VS_COSTO.png,811cd9427cf3536c5e52fbf707494a9068e974c0e4889eee7d7735151926ca71,PNG,1260,900,RGBA,1,True,577.523249,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0123,1302,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA/OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA/04_FIGURAS/FIG_04_OBSTRUCCION_VS_COSTO.png,0b0636a9d74c7981eb08ec330cb465573ff3cecc16fe9f495b6695eb4ae031cb,PNG,1260,900,RGBA,1,True,907.290974,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
